NGC604 01 34 32.8 +30 47 03 7.0 7.0
NGC605 01 35 02.3 +41 14 54 7.0 7.0
NGC606 01 34 50.4 +21 25 00 7.0 7.0
NGC608 01 35 28.3 +33 39 24 7.0 7.0
NGC609 01 36 23.7 +64 32 12 7.0 7.0
NGC614 01 35 52.3 +33 40 54 7.0 7.0
NGC616 01 36 04.3 +33 46 12 7.0 7.0
NGC618 01 35 52.3 +33 40 54 7.0 7.0
NGC620 01 36 59.7 +42 19 20 7.0 7.0
NGC621 01 36 48.9 +35 30 45 7.0 7.0
NGC627 01 35 52.3 +33 40 54 7.0 7.0
NGC628 01 36 41.6 +15 47 03 10.5 9
NGC629 01 38 58.5 +72 52 02 7.0 7.0
NGC631 01 36 47.0 +05 50 07 7.0 7.0
NGC632 01 37 17.5 +05 52 39 7.0 7.0
NGC634 01 38 18.1 +35 21 55 7.0 7.0
NGC637 01 43 03.1 +64 02 12 7.0 7.0
NGC638 01 39 37.8 +07 14 16 7.0 7.0
NGC645 01 40 08.7 +05 43 40 7.0 7.0
NGC650 01 42 18.1 +51 34 16 7.0 7.0
NGC651 01 42 21.9 +51 34 49 163 107
NGC652 01 40 43.2 +07 58 57 7.0 7.0
NGC653 01 42 25.8 +35 38 19 7.0 7.0
NGC654 01 43 59.4 +61 52 58 7.0 7.0
NGC656 01 42 27.6 +26 08 36 7.0 7.0
NGC657 01 43 20.8 +55 50 11 7.0 7.0
NGC658 01 42 09.8 +12 36 09 7.0 7.0
NGC659 01 44 23.0 +60 40 09 7.0 7.0
NGC660 01 43 01.7 +13 38 34 8.3 7.0
NGC661 01 44 14.5 +28 42 20 7.0 7.0
NGC662 01 44 35.3 +37 41 49 7.0 7.0
NGC663 01 46 16.0 +61 13 06 7.0 7.0
NGC664 01 43 45.9 +04 13 17 7.0 7.0
NGC665 01 44 56.0 +10 25 22 7.0 7.0
NGC666 01 46 06.0 +34 22 27 7.0 7.0
NGC668 01 46 22.6 +36 27 39 7.0 7.0
NGC669 01 47 16.1 +35 33 48 7.0 7.0
NGC670 01 47 24.9 +27 53 08 7.0 7.0
NGC671 01 46 59.4 +13 07 35 7.0 7.0
NGC672 01 47 54.3 +27 25 59 7.2 7.0
NGC673 01 48 22.7 +11 31 23 7.0 7.0
NGC674 01 51 17.5 +22 21 28 7.0 7.0
NGC675 01 49 08.7 +13 03 33 7.0 7.0
NGC676 01 48 57.4 +05 54 27 7.0 7.0
NGC677 01 49 14.5 +13 03 18 7.0 7.0
NGC678 01 49 25.2 +21 59 51 7.0 7.0
NGC679 01 49 43.7 +35 47 04 7.0 7.0
NGC680 01 49 47.3 +21 58 14 7.0 7.0
NGC683 01 49 46.6 +11 42 04 7.0 7.0
NGC684 01 50 14.3 +27 38 52 7.0 7.0
NGC687 01 50 33.2 +36 22 15 7.0 7.0
NGC688 01 50 44.4 +35 17 05 7.0 7.0
NGC691 01 50 41.7 +21 45 35 7.0 7.0
NGC693 01 50 30.9 +06 08 42 7.0 7.0
NGC694 01 50 58.6 +21 59 55 7.0 7.0
NGC695 01 51 13.9 +22 34 59 7.0 7.0
NGC697 01 51 17.5 +22 21 28 7.0 7.0
NGC700 01 52 16.8 +36 02 11 7.0 7.0
NGC703 01 52 39.6 +36 10 18 7.0 7.0
NGC704 01 52 37.7 +36 07 33 7.0 7.0
NGC705 01 52 41.5 +36 08 39 7.0 7.0
NGC706 01 51 50.3 +06 17 44 7.0 7.0
NGC708 01 52 46.3 +36 09 08 7.0 7.0
NGC709 01 52 50.5 +36 13 24 7.0 7.0
NGC710 01 52 53.9 +36 03 12 7.0 7.0
NGC711 01 52 27.7 +17 30 47 7.0 7.0
NGC712 01 53 08.5 +36 49 12 7.0 7.0
NGC714 01 53 29.6 +36 13 17 7.0 7.0
NGC716 01 52 59.7 +12 42 30 7.0 7.0
NGC717 01 53 54.9 +36 13 45 7.0 7.0
NGC718 01 53 12.5 +04 11 48 7.0 7.0
NGC719 01 53 38.8 +19 50 24 7.0 7.0
NGC721 01 54 45.5 +39 22 55 7.0 7.0
NGC722 01 54 46.9 +20 41 53 7.0 7.0
NGC728 01 55 01.4 +04 13 21 7.0 7.0
NGC730 01 55 18.5 +05 38 11 7.0 7.0
NGC732 01 56 27.7 +36 48 05 7.0 7.0
NGC733 01 56 33.8 +33 03 19 7.0 7.0
NGC735 01 56 37.7 +34 10 38 7.0 7.0
NGC736 01 56 40.9 +33 02 37 7.0 7.0
NGC737 01 56 40.8 +33 03 00 7.0 7.0
NGC738 01 56 45.7 +33 03 30 7.0 7.0
NGC739 01 56 54.7 +33 16 00 7.0 7.0
NGC740 01 56 54.9 +33 00 56 7.0 7.0
NGC741 01 56 20.9 +05 37 44 7.0 7.0
NGC742 01 56 24.1 +05 37 36 7.0 7.0
NGC743 01 58 31.3 +60 09 59 7.0 7.0
NGC744 01 58 29.9 +55 28 29 7.0 7.0
NGC746 01 57 51.3 +44 55 05 7.0 7.0
NGC750 01 57 32.5 +33 12 36 7.0 7.0
NGC751 01 57 32.9 +33 12 16 7.0 7.0
NGC752 01 57 47.9 +37 51 00 7.0 7.0
NGC753 01 57 42.4 +35 54 58 7.0 7.0
NGC759 01 57 50.3 +36 20 33 7.0 7.0
NGC760 01 57 47.4 +33 21 20 7.0 7.0
NGC761 01 57 49.6 +33 22 37 7.0 7.0
NGC765 01 58 47.6 +24 53 30 7.0 7.0
NGC766 01 58 41.9 +08 20 54 7.0 7.0
NGC769 01 59 36.1 +30 54 36 7.0 7.0
NGC770 01 59 13.1 +18 57 19 7.0 7.0
NGC771 02 03 26.6 +72 25 15 7.0 7.0
NGC772 01 59 20.3 +19 00 22 7.2 7.0
NGC774 01 59 34.9 +14 00 30 7.0 7.0
NGC776 01 59 54.7 +23 38 37 7.0 7.0
NGC777 02 00 15.0 +31 25 47 7.0 7.0
NGC778 02 00 19.4 +31 18 49 7.0 7.0
NGC780 02 00 35.3 +28 13 32 7.0 7.0
NGC781 02 00 09.2 +12 39 19 7.0 7.0
NGC783 02 01 06.5 +31 52 56 7.0 7.0
NGC784 02 01 17.0 +28 50 15 7.0 7.0
NGC785 02 01 40.0 +31 49 37 7.0 7.0
NGC786 02 01 24.6 +15 38 48 7.0 7.0
NGC789 02 02 26.0 +32 04 20 7.0 7.0
NGC791 02 01 44.1 +08 29 59 7.0 7.0
NGC792 02 02 15.2 +15 42 44 7.0 7.0
NGC793 02 02 54.5 +31 58 51 7.0 7.0
NGC794 02 02 29.4 +18 22 23 7.0 7.0
NGC797 02 03 27.9 +38 07 01 7.0 7.0
NGC798 02 03 19.7 +32 04 40 7.0 7.0
NGC801 02 03 44.9 +38 15 32 7.0 7.0
NGC803 02 03 45.1 +16 01 54 7.0 7.0
NGC804 02 04 02.1 +30 49 58 7.0 7.0
NGC805 02 04 29.5 +28 48 45 7.0 7.0
NGC807 02 04 55.7 +28 59 18 7.0 7.0
NGC810 02 05 28.5 +13 15 05 7.0 7.0
NGC812 02 06 52.2 +44 34 12 7.0 7.0
NGC816 02 08 08.9 +29 15 24 7.0 7.0
NGC817 02 07 33.9 +17 12 05 7.0 7.0
NGC818 02 08 44.4 +38 46 36 7.0 7.0
NGC819 02 08 34.4 +29 14 03 7.0 7.0
NGC820 02 08 25.2 +14 20 57 7.0 7.0
NGC821 02 08 21.0 +10 59 44 7.0 7.0
NGC825 02 08 32.3 +06 19 27 7.0 7.0
NGC826 02 09 25.2 +30 44 22 7.0 7.0
NGC827 02 08 56.3 +07 58 19 7.0 7.0
NGC828 02 10 09.2 +39 11 29 7.0 7.0
NGC831 02 09 34.5 +06 05 46 7.0 7.0
NGC832 02 11 00.8 +35 32 28 7.0 7.0
NGC834 02 11 01.2 +37 39 59 7.0 7.0
NGC840 02 10 16.1 +07 50 43 7.0 7.0
NGC841 02 11 17.1 +37 29 50 7.0 7.0
NGC843 02 11 08.1 +32 05 51 7.0 7.0
NGC844 02 10 14.3 +06 03 00 7.0 7.0
NGC845 02 12 19.5 +37 28 36 7.0 7.0
NGC846 02 12 12.1 +44 34 06 7.0 7.0
NGC847 02 12 12.1 +44 34 06 7.0 7.0
NGC851 02 11 12.1 +03 46 46 7.0 7.0
NGC855 02 14 03.3 +27 52 35 7.0 7.0
NGC860 02 15 00.2 +30 46 43 7.0 7.0
NGC861 02 15 51.2 +35 54 48 7.0 7.0
NGC864 02 15 27.3 +06 00 05 7.0 7.0
NGC865 02 16 15.1 +28 36 02 7.0 7.0
NGC869 02 19 03.8 +57 08 06 7.0 7.0
NGC870 02 17 09.1 +14 31 20 7.0 7.0
NGC871 02 17 10.6 +14 32 52 7.0 7.0
NGC876 02 17 53.3 +14 31 16 7.0 7.0
NGC877 02 17 58.7 +14 32 50 7.0 7.0
NGC882 02 19 39.9 +15 48 51 7.0 7.0
NGC884 02 22 32.1 +57 08 39 7.0 7.0
NGC886 02 23 11.7 +63 46 44 7.0 7.0
NGC890 02 22 01.1 +33 15 47 7.0 7.0
NGC891 02 22 33.5 +42 21 03 13.5 7.0
NGC896 02 25 27.9 62 01 10 27 13
NGC898 02 23 20.2 +41 57 05 7.0 7.0
NGC900 02 23 32.2 +26 30 42 7.0 7.0
NGC901 02 23 34.1 +26 33 25 7.0 7.0
NGC903 02 24 00.9 +27 21 23 7.0 7.0
NGC904 02 24 05.6 +27 20 32 7.0 7.0
NGC906 02 25 16.2 +42 05 24 7.0 7.0
NGC909 02 25 22.7 +42 02 08 7.0 7.0
NGC910 02 25 26.9 +41 49 27 7.0 7.0
NGC911 02 25 42.3 +41 57 23 7.0 7.0
NGC912 02 25 42.7 +41 46 38 7.0 7.0
NGC913 02 25 44.7 +41 47 54 7.0 7.0
NGC914 02 26 05.2 +42 08 39 7.0 7.0
NGC915 02 25 45.6 +27 13 15 7.0 7.0
NGC916 02 25 47.7 +27 14 33 7.0 7.0
NGC917 02 26 07.7 +31 54 44 7.0 7.0
NGC918 02 25 50.5 +18 29 50 7.0 7.0
NGC919 02 26 16.7 +27 12 43 7.0 7.0
NGC920 02 27 51.9 +45 56 49 7.0 7.0
NGC923 02 27 34.6 +41 58 42 7.0 7.0
NGC924 02 26 46.5 +20 29 55 7.0 7.0
NGC925 02 27 17.1 +33 34 42 10.5 7.0
NGC927 02 26 37.3 +12 09 21 7.0 7.0
NGC928 02 27 41.0 +27 13 15 7.0 7.0
NGC930 02 27 51.4 +20 20 30 7.0 7.0
NGC931 02 28 14.5 +31 18 41 7.0 7.0
NGC932 02 27 54.7 +20 19 56 7.0 7.0
NGC933 02 29 17.5 +45 54 40 7.0 7.0
NGC935 02 28 11.2 +19 35 59 7.0 7.0
NGC937 02 29 28.1 +42 15 00 7.0 7.0
NGC938 02 28 33.5 +20 17 02 7.0 7.0
NGC940 02 29 27.7 +31 38 27 7.0 7.0
NGC946 02 30 38.5 +42 13 59 7.0 7.0
NGC949 02 30 48.8 +37 08 09 7.0 7.0
NGC952 02 31 18.8 +34 44 52 7.0 7.0
NGC953 02 31 09.5 +29 35 18 7.0 7.0
NGC956 02 32 30.9 +44 35 37 7.0 7.0
NGC957 02 33 19.0 +57 34 11 7.0 7.0
NGC959 02 32 23.9 +35 29 42 7.0 7.0
NGC962 02 32 40.2 +28 04 13 7.0 7.0
NGC968 02 34 06.3 +34 28 47 7.0 7.0
NGC969 02 34 08.0 +32 56 51 7.0 7.0
NGC970 02 34 11.8 +32 58 59 7.0 7.0
NGC971 02 34 16.0 +32 59 14 7.0 7.0
NGC972 02 34 13.3 +29 18 42 7.0 7.0
